,Customer_number,age,job,marital,education,Annual Income,Gender
8501,9502,34.0,management,single,tertiary,1000261.0,F
8502,9503,33.0,services,single,secondary,2307147.0,F
8503,9504,59.0,management,married,tertiary,3852357.0,M
8504,9505,30.0,services,married,secondary,3803203.0,M
8505,9506,31.0,admin.,single,secondary,4100357.0,M
8506,9507,40.0,blue-collar,married,primary,282495.0,M
8507,9508,31.0,admin.,single,secondary,967347.0,M
8508,9509,31.0,technician,married,tertiary,4875526.0,F
8509,9510,33.0,technician,married,secondary,4939579.0,M
8510,9511,27.0,admin.,single,secondary,2400485.0,F
8511,9512,31.0,admin.,single,primary,3667025.0,F
8512,9513,29.0,services,single,secondary,2390943.0,F
8513,9514,44.0,admin.,married,tertiary,1298160.0,F
8514,9515,36.0,blue-collar,single,secondary,4063375.0,F
8515,9516,37.0,management,married,secondary,3515953.0,M
8516,9517,24.0,admin.,single,secondary,1907426.0,F
8517,9518,51.0,self-employed,divorced,secondary,2982776.0,F
8518,9519,32.0,blue-collar,married,secondary,502422.0,F
8519,9520,36.0,technician,divorced,tertiary,433501.0,F
8520,9521,30.0,services,divorced,secondary,2053362.0,M
8521,9522,47.0,admin.,married,secondary,1700268.0,F
8522,9523,37.0,services,single,secondary,954866.0,F
8523,9524,27.0,blue-collar,married,secondary,3240116.0,F
8524,9525,32.0,admin.,married,secondary,4749008.0,M
8525,9526,47.0,management,divorced,tertiary,3660296.0,F
8526,9527,45.0,blue-collar,married,secondary,3660022.0,M
8527,9528,28.0,blue-collar,married,secondary,577177.0,M
8528,9529,53.0,entrepreneur,divorced,,1046789.0,M
8529,9530,45.0,management,married,tertiary,1081932.0,F
8530,9531,33.0,management,married,tertiary,1316161.0,F
8531,9532,41.0,blue-collar,divorced,secondary,2214090.0,M
8532,9533,28.0,blue-collar,married,secondary,1632613.0,F
8533,9534,35.0,technician,married,tertiary,3825367.0,F
8534,9535,47.0,management,divorced,tertiary,1746004.0,F
8535,9536,27.0,services,single,secondary,4773078.0,M
8536,9537,30.0,blue-collar,single,secondary,900427.0,M
8537,9538,40.0,management,single,tertiary,3130021.0,F
8538,9539,34.0,blue-collar,single,secondary,3653970.0,M
8539,9540,39.0,self-employed,single,tertiary,3600351.0,M
8540,9541,26.0,services,single,secondary,842230.0,M
8541,9542,27.0,entrepreneur,single,tertiary,814761.0,F
8542,9543,45.0,blue-collar,married,secondary,250275.0,M
8543,9544,43.0,entrepreneur,married,tertiary,2098948.0,M
8544,9545,34.0,management,single,tertiary,2490025.0,M
8545,9546,30.0,entrepreneur,single,tertiary,3652279.0,F
8546,9547,45.0,blue-collar,married,primary,4386269.0,F
8547,9548,43.0,admin.,married,secondary,725918.0,M
8548,9549,48.0,services,single,secondary,775953.0,M
8549,9550,25.0,technician,single,secondary,3649564.0,M
8550,9551,35.0,blue-collar,married,,4412625.0,M
8551,9552,29.0,housemaid,married,secondary,2908332.0,M
8552,9553,38.0,services,married,primary,3648784.0,M
8553,9554,39.0,blue-collar,married,secondary,3558793.0,F
8554,9555,24.0,blue-collar,single,,1701090.0,M
8555,9556,43.0,technician,single,tertiary,3595639.0,M
8556,9557,28.0,services,single,secondary,3731388.0,M
8557,9558,35.0,services,single,secondary,3648260.0,M
8558,9559,31.0,services,single,secondary,838831.0,M
8559,9560,23.0,,single,secondary,1366628.0,M
8560,9561,40.0,blue-collar,married,primary,1937088.0,F
8561,9562,38.0,management,single,tertiary,1292812.0,M
8562,9563,32.0,blue-collar,married,secondary,3787967.0,M
8563,9564,26.0,technician,married,tertiary,3647938.0,F
8564,9565,25.0,management,married,primary,2472716.0,M
8565,9566,31.0,entrepreneur,single,tertiary,4567252.0,M
8566,9567,32.0,technician,single,secondary,4266831.0,F
8567,9568,43.0,blue-collar,divorced,primary,4702228.0,F
8568,9569,39.0,entrepreneur,divorced,tertiary,729077.0,M
8569,9570,36.0,blue-collar,married,secondary,3646075.0,M
8570,9571,26.0,blue-collar,single,secondary,3645181.0,F
8571,9572,44.0,services,married,secondary,3645020.0,M
8572,9573,47.0,blue-collar,divorced,primary,853251.0,F
8573,9574,40.0,blue-collar,married,primary,1892666.0,M
8574,9575,44.0,technician,married,secondary,2327252.0,F
8575,9576,30.0,management,single,tertiary,4679486.0,M
8576,9577,34.0,blue-collar,married,primary,3364392.0,M
8577,9578,37.0,services,married,secondary,1537842.0,M
8578,9579,30.0,management,married,tertiary,3411088.0,M
8579,9580,44.0,admin.,married,secondary,2116608.0,M
8580,9581,31.0,management,single,tertiary,3644582.0,M
8581,9582,41.0,services,married,secondary,2673347.0,M
8582,9583,35.0,blue-collar,single,secondary,4169644.0,F
8583,9584,38.0,blue-collar,married,primary,2780219.0,M
8584,9585,31.0,blue-collar,married,secondary,432919.0,M
8585,9586,54.0,services,single,secondary,4909357.0,M
8586,9587,35.0,technician,divorced,tertiary,3556837.0,F
8587,9588,49.0,admin.,married,secondary,4493965.0,F
8588,9589,26.0,blue-collar,single,secondary,1079294.0,M
8589,9590,28.0,blue-collar,married,primary,569415.0,F
8590,9591,32.0,management,single,tertiary,3438529.0,M
8591,9592,33.0,unemployed,single,,3759046.0,M
8592,9593,27.0,blue-collar,single,secondary,2471368.0,M
8593,9594,31.0,blue-collar,divorced,secondary,3643579.0,M
8594,9595,42.0,management,divorced,tertiary,759353.0,F
8595,9596,39.0,admin.,single,secondary,1456974.0,M
8596,9597,34.0,management,married,tertiary,2566267.0,M
8597,9598,25.0,services,single,secondary,511556.0,F
8598,9599,45.0,management,married,secondary,671655.0,F
8599,9600,28.0,management,married,tertiary,1526188.0,M
8600,9601,49.0,self-employed,married,secondary,624379.0,F
8601,9602,48.0,blue-collar,married,secondary,3642640.0,M
8602,9603,44.0,blue-collar,married,primary,1360344.0,F
8603,9604,51.0,admin.,married,secondary,4654015.0,F
8604,9605,33.0,management,single,tertiary,4648563.0,M
8605,9606,26.0,services,single,secondary,3641452.0,M
8606,9607,23.0,blue-collar,single,secondary,3640369.0,M
8607,9608,43.0,blue-collar,married,primary,3775362.0,M
8608,9609,38.0,admin.,divorced,secondary,316150.0,M
8609,9610,57.0,technician,divorced,secondary,2129117.0,F
8610,9611,40.0,management,single,tertiary,3093753.0,F
8611,9612,41.0,blue-collar,divorced,primary,2596188.0,F
8612,9613,43.0,blue-collar,married,,211813.0,M
8613,9614,39.0,management,married,tertiary,2250932.0,M
8614,9615,37.0,admin.,married,,2947106.0,M
8615,9616,27.0,admin.,single,secondary,2059845.0,F
8616,9617,30.0,blue-collar,married,secondary,3640362.0,F
8617,9618,39.0,management,single,secondary,2274578.0,M
8618,9619,34.0,blue-collar,single,primary,4824024.0,M
8619,9620,28.0,technician,single,secondary,3638814.0,F
8620,9621,43.0,blue-collar,married,primary,483144.0,M
8621,9622,41.0,management,married,tertiary,1073372.0,F
8622,9623,38.0,management,married,tertiary,417747.0,M
8623,9624,31.0,blue-collar,married,primary,606107.0,M
8624,9625,34.0,admin.,single,secondary,1933518.0,F
8625,9626,61.0,retired,married,primary,4478202.0,M
8626,9627,38.0,blue-collar,married,primary,893337.0,F
8627,9628,31.0,admin.,single,secondary,1700476.0,M
8628,9629,45.0,services,single,primary,3183956.0,F
8629,9630,28.0,blue-collar,single,primary,410455.0,M
8630,9631,45.0,admin.,married,secondary,3638787.0,M
8631,9632,39.0,blue-collar,married,primary,2158480.0,F
8632,9633,29.0,services,married,primary,3826354.0,M
8633,9634,26.0,technician,single,secondary,4147828.0,M
8634,9635,36.0,management,married,tertiary,1292967.0,M
8635,9636,54.0,admin.,married,primary,1460903.0,F
8636,9637,58.0,technician,married,,3637539.0,M
8637,9638,45.0,blue-collar,married,primary,1912566.0,F
8638,9639,30.0,technician,single,tertiary,4039013.0,F
8639,9640,52.0,admin.,married,secondary,736167.0,F
8640,9641,28.0,services,single,primary,3842211.0,M
8641,9642,42.0,blue-collar,married,primary,1061325.0,M
8642,9643,45.0,services,married,secondary,772416.0,M
8643,9644,57.0,retired,married,primary,3637116.0,M
8644,9645,52.0,unemployed,married,secondary,634680.0,F
8645,9646,39.0,management,married,tertiary,1440154.0,M
8646,9647,35.0,admin.,married,secondary,3632888.0,F
8647,9648,39.0,admin.,single,secondary,1447895.0,M
8648,9649,28.0,admin.,married,secondary,4948872.0,F
8649,9650,38.0,blue-collar,married,secondary,4907299.0,M
8650,9651,38.0,blue-collar,single,,2634422.0,F
8651,9652,30.0,technician,single,tertiary,3271889.0,F
8652,9653,31.0,management,single,tertiary,3629558.0,M
8653,9654,32.0,services,married,secondary,4877712.0,M
8654,9655,44.0,blue-collar,married,primary,3704816.0,F
8655,9656,31.0,technician,single,secondary,3362882.0,F
8656,9657,28.0,blue-collar,married,secondary,4511194.0,M
8657,9658,37.0,admin.,married,secondary,3308756.0,M
8658,9659,57.0,retired,married,,3901747.0,F
8659,9660,36.0,management,married,tertiary,4765499.0,M
8660,9661,35.0,admin.,single,secondary,1708414.0,M
8661,9662,34.0,blue-collar,married,secondary,446861.0,M
8662,9663,38.0,blue-collar,married,primary,2444926.0,F
8663,9664,58.0,management,divorced,tertiary,2525932.0,F
8664,9665,39.0,admin.,married,secondary,4550557.0,F
8665,9666,45.0,technician,single,secondary,4244953.0,M
8666,9667,48.0,blue-collar,married,secondary,1111875.0,F
8667,9668,23.0,blue-collar,single,secondary,4038479.0,M
8668,9669,42.0,technician,divorced,tertiary,3356204.0,F
8669,9670,35.0,management,married,tertiary,3357532.0,M
8670,9671,29.0,admin.,single,,1334019.0,F
8671,9672,48.0,entrepreneur,married,secondary,3865543.0,M
8672,9673,41.0,management,single,tertiary,1781983.0,F
8673,9674,55.0,,married,secondary,3628793.0,F
8674,9675,27.0,blue-collar,married,primary,4472855.0,F
8675,9676,28.0,blue-collar,married,secondary,4594676.0,M
8676,9677,44.0,services,divorced,secondary,3628047.0,M
8677,9678,37.0,blue-collar,single,secondary,764918.0,M
8678,9679,57.0,services,single,secondary,2472959.0,M
8679,9680,29.0,self-employed,married,tertiary,4529737.0,M
8680,9681,53.0,services,divorced,secondary,4325961.0,M
8681,9682,27.0,technician,single,secondary,4275072.0,M
8682,9683,32.0,management,single,tertiary,3656111.0,F
8683,9684,25.0,management,single,tertiary,925172.0,F
8684,9685,56.0,admin.,divorced,primary,1872952.0,F
8685,9686,36.0,blue-collar,married,secondary,2857557.0,F
8686,9687,34.0,services,single,primary,1862866.0,F
8687,9688,42.0,management,married,tertiary,3627735.0,M
8688,9689,49.0,blue-collar,married,primary,3424131.0,M
8689,9690,39.0,blue-collar,married,primary,1300510.0,F
8690,9691,50.0,admin.,divorced,secondary,2967762.0,M
8691,9692,27.0,blue-collar,married,primary,4097356.0,M
8692,9693,27.0,student,single,secondary,3034990.0,F
8693,9694,41.0,technician,married,secondary,3307590.0,M
8694,9695,33.0,blue-collar,married,secondary,3624957.0,F
8695,9696,34.0,management,divorced,tertiary,497856.0,M
8696,9697,30.0,technician,single,secondary,1632448.0,M
8697,9698,26.0,blue-collar,single,secondary,293037.0,M
8698,9699,51.0,blue-collar,married,primary,3742454.0,F
8699,9700,31.0,technician,single,tertiary,837625.0,M
8700,9701,51.0,technician,single,tertiary,1914409.0,M
8701,9702,29.0,admin.,single,tertiary,3856161.0,F
8702,9703,44.0,unemployed,married,secondary,3624861.0,M
8703,9704,28.0,blue-collar,married,secondary,1230540.0,M
8704,9705,46.0,admin.,married,primary,3623934.0,M
8705,9706,23.0,blue-collar,single,primary,3385362.0,M
8706,9707,32.0,technician,single,tertiary,4264518.0,F
8707,9708,31.0,admin.,single,secondary,3709895.0,M
8708,9709,33.0,management,married,tertiary,4431323.0,M
8709,9710,35.0,management,married,,3546206.0,F
8710,9711,36.0,technician,single,secondary,4069546.0,M
8711,9712,57.0,admin.,divorced,secondary,3622888.0,M
8712,9713,36.0,services,married,secondary,3738244.0,F
8713,9714,41.0,technician,married,,3621115.0,F
8714,9715,41.0,admin.,single,secondary,2740200.0,M
8715,9716,45.0,technician,married,secondary,726349.0,M
8716,9717,48.0,blue-collar,single,primary,3116415.0,M
8717,9718,29.0,services,single,secondary,3620686.0,M
8718,9719,45.0,management,divorced,secondary,2565993.0,F
8719,9720,33.0,management,married,tertiary,1093943.0,M
8720,9721,51.0,blue-collar,married,secondary,3618239.0,M
8721,9722,38.0,admin.,married,tertiary,2251138.0,F
8722,9723,59.0,management,divorced,tertiary,4424077.0,M
8723,9724,46.0,technician,married,secondary,1078472.0,M
8724,9725,31.0,technician,divorced,secondary,3324020.0,M
8725,9726,49.0,services,single,secondary,4001354.0,F
8726,9727,33.0,services,married,secondary,2536770.0,M
8727,9728,34.0,services,single,secondary,544203.0,F
8728,9729,42.0,admin.,single,secondary,3128901.0,M
8729,9730,41.0,technician,single,,1668773.0,M
8730,9731,49.0,blue-collar,married,primary,3615858.0,F
8731,9732,24.0,blue-collar,married,secondary,3614463.0,F
8732,9733,48.0,blue-collar,married,primary,1083329.0,M
8733,9734,43.0,technician,married,secondary,3545242.0,F
8734,9735,44.0,management,married,tertiary,2295596.0,M
8735,9736,44.0,blue-collar,married,primary,252176.0,M
8736,9737,52.0,admin.,divorced,secondary,1257031.0,F
8737,9738,54.0,blue-collar,divorced,primary,2037975.0,F
8738,9739,43.0,technician,divorced,secondary,2024622.0,M
8739,9740,42.0,management,married,tertiary,4723089.0,M
8740,9741,36.0,blue-collar,married,secondary,1676459.0,F
8741,9742,41.0,admin.,single,secondary,3612638.0,M
8742,9743,31.0,technician,married,tertiary,365555.0,M
8743,9744,33.0,services,married,secondary,3395795.0,F
8744,9745,30.0,admin.,divorced,secondary,2808058.0,M
8745,9746,33.0,blue-collar,single,secondary,468051.0,F
8746,9747,37.0,services,married,secondary,2146889.0,F
8747,9748,27.0,blue-collar,single,secondary,1820886.0,M
8748,9749,22.0,services,married,primary,1069573.0,F
8749,9750,29.0,admin.,married,secondary,655163.0,M
8750,9751,28.0,blue-collar,single,secondary,1011536.0,M
8751,9752,59.0,retired,divorced,secondary,4965734.0,M
8752,9753,51.0,technician,married,secondary,4136215.0,F
8753,9754,23.0,student,single,secondary,4760515.0,M
8754,9755,29.0,services,single,secondary,3607844.0,M
8755,9756,29.0,services,single,secondary,3599797.0,F
8756,9757,60.0,retired,married,primary,4186115.0,M
8757,9758,27.0,services,married,secondary,3597766.0,F
8758,9759,28.0,admin.,single,secondary,3595761.0,F
8759,9760,29.0,management,single,tertiary,3429867.0,M
8760,9761,38.0,blue-collar,married,primary,4646564.0,M
8761,9762,34.0,services,married,secondary,3595477.0,F
8762,9763,29.0,admin.,single,secondary,3595232.0,M
8763,9764,35.0,management,married,tertiary,450402.0,M
8764,9765,28.0,admin.,single,tertiary,1323369.0,F
8765,9766,28.0,management,single,tertiary,478208.0,M
8766,9767,29.0,admin.,married,secondary,495937.0,M
8767,9768,57.0,management,single,secondary,4227247.0,F
8768,9769,26.0,admin.,single,secondary,3592939.0,M
8769,9770,39.0,blue-collar,married,secondary,2292884.0,M
8770,9771,27.0,admin.,married,secondary,1949004.0,M
8771,9772,26.0,services,married,secondary,3591089.0,F
8772,9773,36.0,management,divorced,tertiary,2556540.0,F
8773,9774,24.0,technician,single,secondary,3088165.0,F
8774,9775,23.0,blue-collar,single,primary,4369721.0,F
8775,9776,25.0,services,single,secondary,1839857.0,M
8776,9777,24.0,blue-collar,single,secondary,244298.0,F
8777,9778,21.0,blue-collar,single,secondary,3589302.0,F
8778,9779,25.0,technician,married,secondary,3586664.0,M
8779,9780,34.0,blue-collar,married,secondary,2123525.0,M
8780,9781,30.0,services,single,secondary,599808.0,F
8781,9782,27.0,blue-collar,married,secondary,2792522.0,F
8782,9783,29.0,blue-collar,married,secondary,4823466.0,F
8783,9784,26.0,blue-collar,single,,4223852.0,M
8784,9785,35.0,entrepreneur,married,secondary,4330029.0,M
8785,9786,27.0,management,single,tertiary,4893498.0,F
8786,9787,25.0,blue-collar,single,secondary,1248720.0,M
8787,9788,23.0,blue-collar,single,secondary,1290546.0,F
8788,9789,22.0,student,single,secondary,4311578.0,M
8789,9790,31.0,blue-collar,single,secondary,3586293.0,M
8790,9791,27.0,blue-collar,married,secondary,3585809.0,F
8791,9792,23.0,services,single,secondary,3052638.0,M
8792,9793,24.0,admin.,married,secondary,2085900.0,F
8793,9794,29.0,blue-collar,single,secondary,4469688.0,M
8794,9795,24.0,blue-collar,single,secondary,2258436.0,M
8795,9796,25.0,management,single,tertiary,2448207.0,M
8796,9797,27.0,admin.,divorced,secondary,3932521.0,M
8797,9798,30.0,admin.,single,secondary,3585796.0,F
8798,9799,29.0,blue-collar,single,secondary,3583747.0,M
8799,9800,33.0,blue-collar,married,secondary,963879.0,M
8800,9801,21.0,blue-collar,married,primary,3582980.0,F
8801,9802,30.0,blue-collar,married,secondary,1432089.0,F
8802,9803,29.0,technician,married,secondary,2466411.0,F
8803,9804,48.0,technician,married,secondary,3272308.0,M
8804,9805,28.0,services,single,secondary,350276.0,M
8805,9806,25.0,blue-collar,single,secondary,1428891.0,F
8806,9807,28.0,blue-collar,married,secondary,1696555.0,F
8807,9808,29.0,blue-collar,married,primary,2503345.0,F
8808,9809,26.0,self-employed,single,secondary,326499.0,M
8809,9810,26.0,admin.,single,secondary,4926974.0,M
8810,9811,24.0,student,single,secondary,718966.0,M
8811,9812,27.0,management,single,tertiary,2009282.0,M
8812,9813,27.0,technician,married,secondary,4193016.0,F
8813,9814,28.0,unemployed,single,secondary,2359356.0,M
8814,9815,32.0,services,married,secondary,1084722.0,F
8815,9816,52.0,management,divorced,tertiary,233156.0,F
8816,9817,27.0,blue-collar,married,secondary,3582747.0,F
8817,9818,27.0,management,single,tertiary,3582686.0,M
8818,9819,22.0,admin.,married,secondary,2183796.0,F
8819,9820,28.0,management,single,tertiary,2683484.0,M
8820,9821,23.0,technician,single,secondary,3582545.0,M
8821,9822,29.0,services,single,secondary,747578.0,F
8822,9823,29.0,blue-collar,married,secondary,3580075.0,F
8823,9824,37.0,blue-collar,married,secondary,2905461.0,F
8824,9825,60.0,housemaid,divorced,secondary,1373646.0,F
8825,9826,51.0,services,married,primary,3580011.0,M
8826,9827,29.0,admin.,married,secondary,4632796.0,M
8827,9828,26.0,admin.,divorced,secondary,3577600.0,M
8828,9829,30.0,,single,primary,3704804.0,M
8829,9830,49.0,entrepreneur,married,primary,4950360.0,M
8830,9831,31.0,services,single,secondary,3577271.0,M
8831,9832,30.0,technician,married,tertiary,516219.0,M
8832,9833,30.0,self-employed,married,tertiary,4361800.0,M
8833,9834,32.0,technician,married,secondary,487099.0,F
8834,9835,36.0,blue-collar,married,primary,3541072.0,F
8835,9836,47.0,blue-collar,married,secondary,4147704.0,F
8836,9837,27.0,entrepreneur,single,tertiary,1681069.0,M
8837,9838,26.0,blue-collar,married,primary,2839073.0,M
8838,9839,40.0,services,divorced,secondary,4617237.0,F
8839,9840,43.0,,single,primary,2182647.0,M
8840,9841,28.0,technician,single,tertiary,3471759.0,M
8841,9842,27.0,admin.,married,secondary,3575804.0,M
8842,9843,57.0,management,married,primary,3573130.0,M
8843,9844,32.0,technician,divorced,secondary,1308882.0,F
8844,9845,27.0,blue-collar,single,primary,4239073.0,M
8845,9846,38.0,services,married,secondary,813509.0,M
8846,9847,36.0,technician,married,tertiary,2370914.0,M
8847,9848,45.0,services,married,secondary,1181933.0,F
8848,9849,30.0,management,single,tertiary,4022565.0,M
8849,9850,48.0,blue-collar,single,tertiary,3308125.0,M
8850,9851,39.0,blue-collar,married,primary,570263.0,F
8851,9852,24.0,services,single,secondary,3571711.0,M
8852,9853,29.0,self-employed,married,tertiary,3565639.0,M
8853,9854,35.0,blue-collar,married,primary,2634284.0,M
8854,9855,30.0,management,single,tertiary,4306307.0,M
8855,9856,28.0,unemployed,single,tertiary,2366352.0,F
8856,9857,50.0,technician,married,secondary,2971480.0,F
8857,9858,41.0,management,single,tertiary,2220118.0,M
8858,9859,58.0,housemaid,married,primary,2498342.0,M
8859,9860,31.0,admin.,married,primary,1054704.0,F
8860,9861,33.0,management,married,tertiary,2934230.0,M
8861,9862,35.0,blue-collar,single,secondary,3825382.0,F
8862,9863,29.0,blue-collar,married,primary,1270449.0,F
8863,9864,29.0,blue-collar,married,primary,4299764.0,F
8864,9865,29.0,blue-collar,married,primary,3564968.0,M
8865,9866,29.0,services,married,tertiary,294975.0,M
8866,9867,28.0,blue-collar,single,secondary,597354.0,M
8867,9868,26.0,services,single,secondary,4707053.0,F
8868,9869,26.0,blue-collar,married,secondary,3560799.0,M
8869,9870,24.0,technician,single,secondary,807987.0,M
8870,9871,26.0,student,single,secondary,3558963.0,F
8871,9872,47.0,blue-collar,married,primary,2631999.0,F
8872,9873,49.0,management,married,secondary,3080834.0,F
8873,9874,52.0,blue-collar,single,secondary,1036516.0,M
8874,9875,44.0,blue-collar,married,secondary,3283553.0,F
8875,9876,39.0,blue-collar,married,secondary,2338093.0,M
8876,9877,41.0,services,married,secondary,1683947.0,F
8877,9878,28.0,management,single,tertiary,3558913.0,M
8878,9879,53.0,services,married,secondary,4000585.0,M
8879,9880,54.0,blue-collar,divorced,primary,1619457.0,M
8880,9881,29.0,admin.,single,secondary,222280.0,M
8881,9882,49.0,blue-collar,married,primary,1428151.0,M
8882,9883,29.0,admin.,divorced,secondary,3559724.0,M
8883,9884,27.0,blue-collar,married,secondary,3741510.0,M
8884,9885,27.0,blue-collar,married,secondary,4713840.0,M
8885,9886,28.0,unemployed,married,secondary,1601217.0,M
8886,9887,44.0,entrepreneur,married,secondary,3557622.0,F
8887,9888,29.0,services,single,secondary,3323485.0,M
8888,9889,29.0,admin.,divorced,secondary,3557065.0,M
8889,9890,35.0,admin.,divorced,secondary,1120419.0,M
8890,9891,46.0,blue-collar,married,primary,2620087.0,M
8891,9892,25.0,blue-collar,married,secondary,3556745.0,M
8892,9893,37.0,unemployed,single,secondary,2196555.0,F
8893,9894,29.0,blue-collar,single,primary,2082592.0,M
8894,9895,51.0,blue-collar,married,secondary,1910500.0,M
8895,9896,35.0,management,divorced,tertiary,3026194.0,M
8896,9897,50.0,unemployed,married,secondary,3504216.0,M
8897,9898,28.0,blue-collar,single,secondary,260010.0,F
8898,9899,37.0,blue-collar,married,secondary,4709207.0,M
8899,9900,35.0,blue-collar,married,primary,2555539.0,F
8900,9901,57.0,blue-collar,married,primary,209619.0,M
8901,9902,28.0,management,single,tertiary,3556235.0,F
8902,9903,32.0,blue-collar,divorced,secondary,252681.0,F
8903,9904,30.0,technician,single,secondary,683397.0,M
8904,9905,52.0,management,married,secondary,3964158.0,F
8905,9906,33.0,services,married,secondary,4925267.0,F
8906,9907,33.0,blue-collar,married,secondary,4371187.0,M
8907,9908,47.0,blue-collar,married,secondary,4870742.0,M
8908,9909,37.0,blue-collar,married,secondary,2431203.0,M
8909,9910,42.0,admin.,divorced,secondary,3554470.0,M
8910,9911,26.0,blue-collar,single,primary,4919873.0,M
8911,9912,40.0,services,married,secondary,1832699.0,F
8912,9913,30.0,services,single,secondary,3550318.0,F
8913,9914,31.0,admin.,married,secondary,368461.0,F
8914,9915,26.0,technician,single,tertiary,308106.0,M
8915,9916,50.0,admin.,divorced,secondary,4036751.0,M
8916,9917,28.0,admin.,single,secondary,2430033.0,F
8917,9918,51.0,blue-collar,married,,313129.0,M
8918,9919,49.0,blue-collar,married,secondary,2079033.0,M
8919,9920,42.0,services,married,secondary,3005774.0,M
8920,9921,36.0,blue-collar,married,secondary,1676568.0,F
8921,9922,39.0,admin.,married,secondary,4492488.0,F
8922,9923,33.0,blue-collar,married,primary,1598333.0,F
8923,9924,40.0,blue-collar,married,secondary,3961487.0,M
8924,9925,23.0,services,single,secondary,541199.0,F
8925,9926,50.0,blue-collar,married,primary,1839095.0,M
8926,9927,29.0,student,single,secondary,1475761.0,M
8927,9928,43.0,services,married,secondary,2557618.0,M
8928,9929,36.0,management,married,tertiary,4829545.0,M
8929,9930,29.0,blue-collar,single,secondary,2195366.0,M
8930,9931,29.0,blue-collar,married,,4651381.0,M
8931,9932,54.0,blue-collar,married,secondary,3017834.0,F
8932,9933,42.0,blue-collar,married,primary,1213074.0,M
8933,9934,49.0,blue-collar,married,primary,2427710.0,F
8934,9935,39.0,admin.,married,secondary,1314327.0,F
8935,9936,39.0,blue-collar,married,primary,1898890.0,M
8936,9937,33.0,blue-collar,married,secondary,2920402.0,M
8937,9938,29.0,management,married,tertiary,4067254.0,M
8938,9939,27.0,blue-collar,single,primary,3246491.0,M
8939,9940,52.0,admin.,divorced,secondary,426166.0,M
8940,9941,34.0,blue-collar,married,,656761.0,F
8941,9942,44.0,services,divorced,secondary,1305490.0,M
8942,9943,39.0,blue-collar,single,primary,1002719.0,M
8943,9944,39.0,blue-collar,married,primary,3452807.0,F
8944,9945,26.0,blue-collar,married,secondary,2633950.0,M
8945,9946,27.0,services,single,secondary,2181910.0,M
8946,9947,24.0,management,single,tertiary,3628187.0,M
8947,9948,27.0,services,single,secondary,358020.0,F
8948,9949,41.0,entrepreneur,married,primary,2024233.0,M
8949,9950,36.0,unemployed,single,secondary,4502870.0,M
8950,9951,59.0,blue-collar,married,secondary,4396082.0,M
8951,9952,29.0,blue-collar,single,secondary,3550214.0,M
8952,9953,38.0,technician,married,secondary,4115916.0,M
8953,9954,36.0,blue-collar,divorced,secondary,3550060.0,M
8954,9955,43.0,management,divorced,tertiary,890809.0,F
8955,9956,32.0,blue-collar,single,secondary,296167.0,M
8956,9957,26.0,services,single,secondary,3546917.0,M
8957,9958,32.0,management,married,tertiary,4532493.0,F
8958,9959,30.0,admin.,single,secondary,3940066.0,M
8959,9960,25.0,blue-collar,divorced,secondary,1165235.0,M
8960,9961,29.0,management,married,tertiary,893009.0,M
8961,9962,29.0,self-employed,married,tertiary,1140384.0,M
8962,9963,52.0,admin.,married,secondary,2911677.0,M
8963,9964,44.0,management,married,tertiary,2431819.0,M
8964,9965,56.0,technician,married,secondary,3185965.0,M
8965,9966,55.0,,married,tertiary,1474950.0,M
8966,9967,35.0,self-employed,married,tertiary,1636415.0,M
8967,9968,59.0,housemaid,married,primary,234842.0,M
8968,9969,41.0,management,married,tertiary,2231119.0,M
8969,9970,36.0,admin.,single,secondary,259979.0,F
8970,9971,56.0,retired,divorced,primary,3693939.0,M
8971,9972,43.0,management,married,tertiary,3556280.0,M
8972,9973,56.0,technician,married,primary,3458615.0,M
8973,9974,48.0,admin.,married,secondary,441833.0,F
8974,9975,53.0,retired,married,secondary,3522300.0,F
8975,9976,39.0,blue-collar,single,primary,3542095.0,F
8976,9977,50.0,unemployed,married,primary,794090.0,M
8977,9978,35.0,blue-collar,married,secondary,1164278.0,M
8978,9979,46.0,services,married,secondary,1180163.0,F
8979,9980,39.0,technician,married,secondary,2565306.0,F
8980,9981,40.0,blue-collar,married,primary,4009481.0,M
8981,9982,49.0,blue-collar,married,,548958.0,M
8982,9983,39.0,admin.,married,secondary,2218640.0,M
8983,9984,56.0,unemployed,married,primary,1643966.0,F
8984,9985,43.0,entrepreneur,married,tertiary,3541460.0,M
8985,9986,33.0,blue-collar,married,secondary,483903.0,F
8986,9987,53.0,housemaid,married,primary,2103946.0,F
8987,9988,51.0,management,divorced,tertiary,2938346.0,M
8988,9989,47.0,entrepreneur,divorced,tertiary,301013.0,F
8989,9990,38.0,admin.,divorced,secondary,3016730.0,M
8990,9991,60.0,blue-collar,married,secondary,1380213.0,M
8991,9992,38.0,management,married,primary,4639413.0,M
8992,9993,38.0,blue-collar,married,secondary,3541244.0,M
8993,9994,38.0,management,married,secondary,1426225.0,M
8994,9995,54.0,self-employed,married,secondary,526030.0,M
8995,9996,59.0,admin.,single,secondary,231164.0,F
8996,9997,59.0,retired,married,secondary,1265920.0,M
8997,9998,37.0,technician,divorced,secondary,465938.0,F
8998,9999,40.0,management,single,tertiary,3540724.0,F
